timestamp,datetime,session_id,id,type,source,action,amount,vat,userBalance,userId
2023-12-12T09:22:16.709Z,2023-12-12 09:22:16.709000+00:00,65d116c2-6da8-58e0-a436-4b3045c5d297,01HHENAEH2F2SFMEW5A7Q9ZFSE,CREDIT,PAYMENT,PAY_PENDING_AMOUNT,55.0,5.0,730.0,daa2bf74-cf31-4552-9e85-acb48a7c3f90
2023-12-12T09:18:39.633Z,2023-12-12 09:18:39.633000+00:00,a80f72e0-00a8-5450-8c0b-2f122724f6da,01HHEN3SWDMJPJ0Y4YC04Z1MNA,CREDIT,PAYMENT,REPLACE_FOOD,0.55,0.05,120.5,7ea81f9e-1a24-4664-bd94-4d88dc6fd07d
2023-12-12T09:19:06.528Z,2023-12-12 09:19:06.528000+00:00,aaa3dc03-f6b8-53e6-a2e1-81f1d1112fda,01HHEN4MS3AN4F8P25MF0A2GEA,DEBIT,MANUAL_DEDUCTION,DELIVERY_DEDUCTION,8.0,0.0,112.5,7ea81f9e-1a24-4664-bd94-4d88dc6fd07d
2023-12-12T09:19:08.647Z,2023-12-12 09:19:08.647000+00:00,df0ed4e6-c0d7-58a9-8ee7-8914e765c7c9,01HHEN4PVPVF2TV178YPES6CD8,DEBIT,MANUAL_DEDUCTION,DELIVERY_DEDUCTION,8.0,0.0,104.5,7ea81f9e-1a24-4664-bd94-4d88dc6fd07d
2023-12-12T09:19:10.932Z,2023-12-12 09:19:10.932000+00:00,01a513d9-2f54-57e8-881a-4e2b08f993cb,01HHEN4S12A5ZGTKBDCDV1SPAX,DEBIT,MANUAL_DEDUCTION,DELIVERY_DEDUCTION,8.0,0.0,96.5,7ea81f9e-1a24-4664-bd94-4d88dc6fd07d
2023-12-12T09:31:09.523Z,2023-12-12 09:31:09.523000+00:00,e519c1f4-28b9-571b-b184-9c0602ccb872,01HHENTP56Y261K1GPZ7EQH85K,CREDIT,PAYMENT,PAY_PENDING_AMOUNT,55.0,5.0,780.0,daa2bf74-cf31-4552-9e85-acb48a7c3f90
